Zone Type,Occupancy,Temperature,Humidity,Weekend,Day/Night,HVAC Status,Fan Status,Lighting Status,Energy Consumption
Corridor,28,19.06,48.81,No,Night,ON,ON,ON,43.9
Office,19,21.16,43.79,Yes,Day,OFF,ON,ON,33.58
Floor,78,28.62,52.53,No,Night,OFF,ON,ON,61.3
Floor,65,29.1,58.79,No,Day,ON,ON,OFF,71.71
Meeting Hall,96,20.79,48.72,No,Night,ON,ON,ON,67.12
Floor,11,34.12,75.05,No,Day,OFF,OFF,ON,55.41
Floor,12,21.01,79.8,No,Day,ON,OFF,ON,58.21
Meeting Hall,38,21.1,40.21,No,Day,OFF,ON,ON,49.49
Corridor,38,28.8,62.21,No,Night,ON,ON,OFF,42.94
Floor,44,25.16,40.31,Yes,Day,ON,ON,ON,66.94
Meeting Hall,84,18.44,57.05,No,Night,OFF,ON,OFF,49.39
Office,40,33.65,49.66,Yes,Day,ON,OFF,OFF,49.96
Corridor,79,19.28,42.27,Yes,Day,ON,ON,OFF,54.18
Office,97,20.66,47.1,No,Night,ON,OFF,ON,57.42
Office,90,33.25,36.17,No,Day,ON,ON,ON,68.72
Meeting Hall,42,22.68,33.97,No,Day,OFF,ON,ON,54.23
Floor,61,31.9,52.51,No,Day,ON,OFF,ON,76.78
Meeting Hall,2,20.9,70.76,No,Day,OFF,ON,ON,48.79
Meeting Hall,8,18.82,64.15,Yes,Day,OFF,OFF,ON,39.93
Meeting Hall,43,21.99,59.77,No,Day,OFF,OFF,OFF,45.68
Meeting Hall,33,30.61,51.03,No,Day,OFF,OFF,ON,56.32
Corridor,18,29.26,53.43,No,Night,ON,ON,ON,50.18
Floor,89,23.28,31.07,No,Night,OFF,OFF,OFF,51.66
Office,86,28.77,77.01,No,Day,ON,OFF,ON,63.17
Office,17,29.3,45.54,No,Day,ON,ON,ON,50.98
Floor,45,27.6,75.72,Yes,Day,ON,ON,ON,74.39
Office,40,33.9,65.81,No,Night,ON,ON,ON,53.11
Floor,48,31.49,58.09,No,Day,ON,ON,ON,76.92
Office,51,31.87,52.26,No,Day,ON,OFF,ON,61.85
Meeting Hall,73,25.24,46.15,Yes,Night,ON,ON,ON,64.54
Office,42,29.63,61.92,No,Day,ON,OFF,ON,56.04
Floor,9,21.12,78.51,Yes,Night,ON,ON,ON,60.41
Floor,84,23.03,70.22,No,Day,OFF,ON,ON,71.08
Floor,37,26.54,49.56,No,Day,ON,OFF,ON,74.26
Floor,37,31.88,54.11,Yes,Night,ON,ON,ON,61.83
Floor,46,23.73,53.42,No,Day,ON,ON,OFF,68.02
Corridor,6,25.48,42.98,Yes,Night,ON,OFF,ON,32.22
Corridor,11,34.27,72.36,No,Day,ON,OFF,ON,53.4
Office,51,22.83,64.64,No,Night,ON,OFF,OFF,41.42
Floor,32,28.51,59.88,Yes,Day,ON,OFF,OFF,61.85
Office,88,19.71,51.67,Yes,Day,ON,OFF,ON,58.72
Floor,91,25.0,41.95,No,Day,ON,ON,OFF,81.56
Floor,23,23.61,61.99,Yes,Day,OFF,OFF,ON,47.83
Corridor,47,18.22,41.84,Yes,Day,ON,OFF,OFF,40.22
Corridor,30,27.95,30.44,No,Day,OFF,ON,ON,48.41
Meeting Hall,81,23.63,33.33,No,Day,OFF,ON,ON,63.82
Corridor,22,22.28,64.7,No,Day,ON,ON,OFF,48.73
Meeting Hall,70,33.17,48.88,Yes,Day,OFF,OFF,ON,53.86
Meeting Hall,71,21.9,40.32,No,Day,OFF,ON,ON,54.74
Meeting Hall,14,24.89,41.89,Yes,Day,OFF,OFF,OFF,37.6
Meeting Hall,37,34.14,54.72,Yes,Night,ON,ON,ON,60.5
Meeting Hall,27,19.37,75.27,No,Day,ON,OFF,OFF,47.21
Office,90,33.95,43.44,No,Day,ON,ON,ON,71.49
Corridor,20,24.63,62.77,Yes,Day,ON,ON,OFF,40.5
Meeting Hall,26,31.45,71.28,No,Night,OFF,OFF,ON,45.51
Floor,46,24.05,54.43,No,Day,OFF,ON,ON,63.15
Corridor,55,25.06,31.35,No,Day,ON,ON,ON,57.26
Corridor,13,25.44,69.81,No,Day,OFF,ON,OFF,39.29
Meeting Hall,20,34.1,73.97,No,Day,OFF,ON,ON,59.14
Office,13,27.35,31.55,Yes,Night,ON,ON,ON,40.34
Meeting Hall,69,21.69,35.81,Yes,Day,ON,OFF,ON,66.31
Office,75,28.4,34.35,No,Day,ON,OFF,ON,61.44
Floor,27,33.12,41.06,Yes,Night,OFF,OFF,ON,49.32
Corridor,92,21.64,54.8,No,Day,OFF,ON,OFF,47.99
Floor,36,23.74,31.67,No,Night,ON,ON,ON,62.9
Office,66,27.71,38.45,No,Day,ON,ON,ON,63.69
Office,32,34.78,50.36,No,Night,OFF,OFF,OFF,29.18
Floor,11,25.91,61.65,No,Night,OFF,ON,ON,49.67
Office,11,27.93,75.48,No,Day,ON,OFF,OFF,52.24
Floor,74,20.3,71.49,No,Night,ON,ON,OFF,66.45
Corridor,91,30.89,32.7,Yes,Day,OFF,ON,ON,52.82
Floor,50,21.74,78.35,No,Day,ON,ON,OFF,71.82
Corridor,34,23.57,43.35,Yes,Day,ON,OFF,ON,43.41
Floor,97,30.06,48.18,No,Day,OFF,ON,OFF,72.81
Office,85,30.12,33.73,No,Night,ON,ON,ON,66.17
Floor,86,23.42,76.8,No,Day,OFF,OFF,ON,69.51
Office,11,32.46,57.3,No,Night,ON,OFF,OFF,34.17
Floor,18,31.51,55.82,No,Day,ON,ON,OFF,64.83
Floor,94,28.47,30.76,No,Day,ON,ON,ON,86.14
Meeting Hall,58,21.04,30.17,No,Day,ON,ON,ON,67.21
Office,12,33.38,64.11,No,Day,ON,ON,ON,59.52
Meeting Hall,18,26.97,54.11,No,Night,OFF,OFF,OFF,30.18
Office,35,24.4,55.38,No,Night,ON,ON,ON,51.21
Meeting Hall,85,33.76,62.51,No,Night,OFF,OFF,OFF,51.21
Corridor,93,34.52,37.3,Yes,Night,ON,ON,ON,58.16
Floor,3,30.19,79.92,No,Day,ON,ON,ON,67.64
Office,12,31.45,34.04,No,Day,ON,OFF,ON,53.58
Office,83,22.2,43.39,No,Day,OFF,ON,OFF,50.02
Floor,5,22.4,64.69,Yes,Day,ON,OFF,OFF,53.34
Office,43,27.68,55.8,No,Day,ON,OFF,ON,59.29
Office,75,34.71,34.83,No,Day,OFF,ON,OFF,50.55
Meeting Hall,79,30.63,68.74,Yes,Day,ON,ON,OFF,69.42
Office,80,30.68,78.52,No,Day,ON,ON,OFF,67.25
Corridor,7,22.38,53.65,No,Night,ON,OFF,OFF,29.6
Corridor,32,25.14,42.66,No,Day,ON,ON,OFF,50.09
Floor,51,23.82,35.34,No,Day,ON,ON,ON,73.47
Office,75,23.14,40.26,No,Day,OFF,ON,ON,48.56
Floor,89,30.43,45.56,No,Night,OFF,OFF,OFF,59.34
Corridor,82,19.7,39.4,No,Night,OFF,ON,OFF,34.57
Office,12,20.81,64.22,Yes,Day,ON,ON,ON,46.93
Office,9,25.01,31.15,Yes,Day,OFF,OFF,OFF,31.3
Floor,33,23.15,50.46,No,Night,ON,ON,OFF,57.36
Corridor,94,33.36,48.71,No,Day,ON,ON,ON,74.44
Office,26,21.41,73.9,Yes,Night,ON,OFF,ON,38.24
Floor,57,22.23,43.64,No,Night,OFF,OFF,OFF,49.12
Corridor,66,21.03,59.12,No,Day,ON,ON,ON,59.59
Floor,43,32.59,30.23,Yes,Day,ON,ON,ON,71.95
Meeting Hall,68,21.44,75.85,No,Day,OFF,ON,ON,59.65
Office,4,23.99,61.83,Yes,Day,ON,ON,OFF,37.87
Meeting Hall,36,29.38,69.68,No,Night,ON,OFF,ON,57.97
Corridor,70,19.32,58.47,No,Night,ON,ON,OFF,48.8
Meeting Hall,55,31.88,70.78,No,Night,OFF,OFF,ON,44.44
Meeting Hall,50,30.01,34.22,Yes,Day,ON,ON,ON,67.29
Corridor,55,22.44,65.52,No,Day,ON,OFF,ON,50.23
Floor,41,24.66,37.44,No,Day,OFF,ON,OFF,59.45
Meeting Hall,12,28.54,58.82,No,Day,ON,OFF,ON,54.58
Floor,33,34.09,79.29,Yes,Day,ON,ON,ON,74.15
Meeting Hall,99,28.7,39.03,No,Day,OFF,OFF,OFF,52.78
Floor,33,22.3,42.81,No,Day,ON,ON,OFF,61.66
Corridor,52,26.2,40.57,No,Night,ON,ON,ON,54.19
Meeting Hall,2,25.64,50.61,No,Day,ON,OFF,ON,55.51
Corridor,73,27.05,54.43,No,Night,ON,ON,ON,57.45
Meeting Hall,98,26.82,38.0,No,Day,OFF,ON,ON,66.83
Corridor,36,24.19,31.39,Yes,Day,ON,OFF,ON,45.41
Corridor,51,32.82,47.08,No,Night,ON,OFF,ON,54.46
Meeting Hall,5,23.61,49.1,Yes,Night,OFF,ON,ON,35.88
Meeting Hall,20,27.01,49.14,No,Day,ON,ON,ON,62.01
Meeting Hall,44,22.43,63.25,No,Day,ON,ON,ON,68.5
Office,4,25.39,52.44,No,Day,ON,OFF,ON,47.01
Floor,2,29.58,35.39,Yes,Day,ON,ON,OFF,55.76
Office,19,30.88,76.62,No,Night,ON,OFF,ON,46.3
Office,93,31.71,65.03,No,Day,ON,ON,OFF,66.18
Corridor,75,30.53,40.64,Yes,Day,ON,ON,OFF,51.04
Meeting Hall,60,25.93,76.76,Yes,Night,OFF,ON,ON,44.95
Floor,34,18.64,79.58,Yes,Day,OFF,OFF,ON,52.0
Corridor,31,26.92,39.87,No,Day,ON,ON,ON,54.74
Office,18,18.94,49.03,No,Day,ON,ON,ON,53.07
Meeting Hall,14,34.43,33.45,No,Day,ON,ON,ON,60.57
Corridor,73,24.43,54.12,Yes,Day,ON,ON,OFF,55.98
Meeting Hall,56,26.56,69.38,No,Day,OFF,ON,ON,54.48
Corridor,25,20.2,75.2,No,Day,OFF,ON,ON,43.15
Meeting Hall,69,34.93,57.26,No,Night,ON,OFF,OFF,59.23
Office,89,26.37,46.3,No,Night,ON,ON,ON,60.82
Floor,1,23.07,58.74,Yes,Day,ON,ON,ON,57.48
Office,48,21.28,35.78,Yes,Day,ON,OFF,ON,48.51
Floor,47,29.05,71.76,Yes,Day,OFF,ON,OFF,56.62
Meeting Hall,31,25.42,56.03,Yes,Day,OFF,OFF,ON,48.86
Corridor,2,23.39,79.12,Yes,Night,ON,ON,ON,34.98
Office,82,18.16,50.05,Yes,Day,ON,ON,ON,57.17
Floor,99,18.62,62.68,No,Day,ON,ON,ON,83.49
Office,19,29.79,47.0,No,Day,OFF,ON,ON,45.03
Floor,93,26.17,37.38,No,Day,OFF,ON,ON,70.57
Office,36,32.43,67.74,No,Day,ON,ON,ON,56.25
Floor,19,30.81,63.62,No,Night,OFF,OFF,OFF,50.58
Floor,59,27.75,69.02,Yes,Night,ON,ON,OFF,62.75
Meeting Hall,97,27.54,79.01,No,Night,ON,ON,OFF,70.78
Floor,58,30.67,79.67,Yes,Night,OFF,ON,ON,60.61
Meeting Hall,80,30.6,76.45,No,Night,ON,OFF,ON,68.99
Floor,41,23.69,74.74,No,Day,OFF,ON,ON,68.97
Corridor,22,19.79,45.08,No,Day,ON,ON,ON,51.55
Corridor,40,31.12,53.42,Yes,Night,ON,OFF,ON,48.05
Corridor,72,21.79,32.34,Yes,Day,ON,OFF,ON,55.34
Floor,26,31.45,64.21,No,Day,ON,ON,ON,71.52
Meeting Hall,80,28.51,57.3,Yes,Day,ON,OFF,ON,66.8
Meeting Hall,45,24.09,65.35,No,Day,ON,ON,ON,70.18
Floor,16,32.49,64.04,No,Day,ON,OFF,ON,66.76
Corridor,1,29.75,43.6,No,Day,ON,OFF,OFF,39.3
Corridor,14,27.27,53.05,No,Day,OFF,OFF,ON,36.98
Meeting Hall,74,23.12,35.25,No,Night,ON,OFF,OFF,52.98
Corridor,56,34.77,34.23,Yes,Day,OFF,ON,OFF,43.33
Office,100,32.26,53.0,No,Night,ON,ON,OFF,60.72
Meeting Hall,40,20.32,57.79,No,Day,ON,ON,OFF,55.25
Corridor,72,31.71,45.94,No,Day,ON,ON,ON,65.87
Meeting Hall,13,20.04,33.08,Yes,Day,ON,ON,ON,51.93
Office,7,22.21,63.08,No,Day,ON,OFF,OFF,44.4
Meeting Hall,75,34.28,63.87,No,Day,ON,ON,ON,76.92
Meeting Hall,6,32.79,46.04,No,Night,ON,ON,ON,56.72
Meeting Hall,66,28.3,30.04,No,Night,OFF,ON,ON,53.19
Meeting Hall,25,29.89,61.79,Yes,Night,ON,OFF,ON,44.34
Office,2,19.52,33.53,No,Day,OFF,ON,OFF,32.63
Floor,45,23.65,41.17,No,Day,ON,ON,ON,78.12
Meeting Hall,3,23.48,42.39,No,Day,OFF,OFF,ON,42.92
Meeting Hall,56,18.56,43.18,No,Day,ON,OFF,OFF,56.53
Corridor,95,29.97,60.83,Yes,Day,OFF,OFF,ON,51.54
Meeting Hall,45,23.23,33.96,No,Day,ON,OFF,OFF,54.3
Corridor,13,28.76,62.26,No,Day,ON,ON,OFF,50.61
Floor,2,18.46,54.24,No,Day,ON,OFF,OFF,54.63
Office,12,18.03,47.44,No,Day,ON,ON,OFF,42.05
Office,7,20.89,60.21,No,Day,OFF,ON,OFF,31.33
Floor,55,29.95,73.67,No,Day,OFF,ON,OFF,69.26
Office,1,28.27,57.2,Yes,Night,OFF,ON,ON,31.77
Floor,45,21.42,37.81,No,Day,ON,ON,ON,74.35
Floor,30,26.9,57.89,No,Day,OFF,ON,ON,59.03
Floor,90,28.53,52.68,No,Day,ON,ON,OFF,72.27
Office,80,33.96,77.03,No,Day,ON,ON,ON,69.08
Corridor,34,30.96,59.67,No,Night,OFF,OFF,ON,38.16
Floor,61,20.31,31.76,No,Night,ON,ON,OFF,59.18
Meeting Hall,45,22.59,36.04,No,Day,ON,OFF,OFF,50.7
Office,23,24.86,56.62,Yes,Day,ON,ON,OFF,44.92
Floor,64,19.79,69.76,No,Night,ON,OFF,ON,65.03
Floor,92,27.44,34.78,Yes,Day,ON,OFF,ON,78.71
Meeting Hall,89,33.42,58.27,No,Night,ON,OFF,ON,68.05
Corridor,43,23.21,52.63,Yes,Day,OFF,ON,ON,44.87
Corridor,98,34.74,48.14,No,Day,OFF,ON,ON,64.27
Corridor,50,22.24,34.1,No,Night,OFF,ON,OFF,29.28
Floor,87,26.03,73.98,No,Day,ON,ON,ON,89.43
Floor,45,23.83,68.16,No,Day,OFF,ON,ON,68.88
Floor,32,23.24,76.04,No,Day,OFF,OFF,OFF,51.54
Office,63,24.42,38.38,Yes,Day,ON,ON,ON,61.0
Meeting Hall,25,18.55,58.62,No,Night,ON,ON,OFF,52.07
Floor,100,27.04,30.96,No,Day,ON,ON,OFF,81.3
Meeting Hall,38,30.6,38.88,Yes,Day,ON,ON,ON,63.05
Meeting Hall,57,32.68,69.45,No,Night,ON,OFF,OFF,56.35
Corridor,25,23.51,44.35,No,Day,ON,OFF,OFF,37.74
Office,74,27.36,39.86,No,Day,ON,ON,ON,68.75
Floor,92,33.18,57.11,Yes,Night,ON,ON,ON,78.89
Corridor,92,31.6,62.77,No,Night,ON,OFF,ON,57.19
Corridor,66,25.89,60.52,Yes,Day,OFF,ON,ON,43.49
Floor,72,20.8,34.96,Yes,Day,OFF,OFF,ON,54.35
Meeting Hall,98,27.49,76.52,No,Night,ON,OFF,ON,66.14
Corridor,56,34.82,38.86,No,Night,ON,ON,OFF,49.72
Meeting Hall,69,30.88,76.27,No,Night,ON,ON,OFF,64.23
Office,72,32.42,54.19,Yes,Day,ON,ON,ON,68.01
Meeting Hall,7,21.21,35.15,No,Day,ON,OFF,ON,54.08
Office,90,33.37,37.43,No,Day,OFF,ON,OFF,59.3
Meeting Hall,33,18.24,51.54,No,Night,ON,ON,OFF,47.79
Corridor,87,32.66,79.9,No,Night,OFF,OFF,ON,48.62
Corridor,68,22.07,74.29,Yes,Day,OFF,OFF,ON,42.82
Office,9,28.59,79.01,No,Day,ON,ON,ON,50.92
Floor,83,22.98,52.74,No,Day,ON,ON,ON,83.97
Office,21,20.3,63.99,Yes,Night,ON,ON,OFF,33.73
Office,11,22.2,55.96,Yes,Day,ON,ON,ON,45.66
Meeting Hall,28,26.04,31.48,Yes,Day,ON,ON,ON,57.32
Meeting Hall,30,33.63,37.09,Yes,Day,OFF,OFF,ON,53.96
Office,5,24.61,44.27,No,Day,OFF,ON,OFF,32.03
Corridor,6,18.95,45.66,No,Day,OFF,ON,ON,35.2
Meeting Hall,96,18.4,64.74,Yes,Night,ON,ON,ON,62.5
Floor,78,21.57,66.04,Yes,Night,ON,ON,OFF,61.65
Meeting Hall,12,18.88,52.53,No,Day,ON,OFF,OFF,48.55
Meeting Hall,62,24.31,48.95,No,Day,ON,OFF,ON,60.83
Floor,23,24.53,38.85,No,Night,ON,OFF,ON,61.69
Office,93,34.53,32.05,No,Day,ON,OFF,OFF,62.61
Floor,96,23.21,59.27,No,Day,ON,OFF,ON,80.17
Office,83,28.18,47.4,Yes,Night,OFF,ON,ON,50.76
Office,18,31.92,53.84,Yes,Night,OFF,ON,ON,39.57
Office,82,26.72,75.04,No,Night,ON,OFF,ON,55.9
Floor,87,29.84,63.38,No,Day,OFF,ON,ON,69.81
Office,68,34.56,68.94,No,Day,ON,ON,OFF,63.45
Corridor,21,23.51,39.0,No,Day,ON,ON,ON,49.5
Floor,59,19.26,30.08,No,Day,OFF,ON,OFF,55.18
Corridor,21,25.32,36.77,Yes,Night,ON,ON,ON,40.68
Office,91,27.19,68.4,No,Day,OFF,OFF,OFF,51.63
Meeting Hall,16,27.86,52.19,Yes,Night,OFF,ON,OFF,33.96
Office,94,30.56,40.7,Yes,Day,OFF,OFF,OFF,47.96
Corridor,46,33.27,78.09,No,Day,OFF,ON,OFF,49.15
Corridor,6,26.5,54.34,No,Night,ON,ON,OFF,41.2
Floor,16,20.44,48.45,No,Day,ON,ON,ON,63.73
Meeting Hall,75,24.86,78.86,No,Day,ON,ON,ON,76.68
Floor,61,20.64,36.68,Yes,Day,ON,OFF,ON,65.41
Corridor,62,21.1,59.98,Yes,Day,ON,ON,OFF,45.24
Office,6,18.03,67.45,No,Day,OFF,ON,ON,40.61
Meeting Hall,28,33.81,77.04,No,Day,ON,ON,ON,65.76
Office,71,30.67,71.7,No,Day,OFF,ON,ON,53.47
Office,3,19.7,44.47,No,Night,OFF,ON,OFF,23.97
Meeting Hall,15,33.64,43.02,No,Day,ON,ON,OFF,56.32
Floor,79,32.8,34.88,No,Day,ON,ON,OFF,78.55
Office,85,33.47,38.37,Yes,Day,ON,OFF,ON,63.1
Corridor,74,19.65,66.5,No,Day,ON,OFF,ON,58.33
Office,58,19.36,44.46,No,Day,ON,ON,ON,53.62
Meeting Hall,40,19.15,52.09,No,Day,ON,ON,ON,61.42
Meeting Hall,59,34.44,64.52,No,Day,OFF,OFF,ON,54.92
Meeting Hall,74,29.23,63.25,No,Night,ON,OFF,ON,64.78
Floor,68,21.03,69.66,No,Night,OFF,ON,OFF,57.29
Office,57,33.8,32.92,Yes,Night,OFF,ON,ON,43.21
Floor,75,25.53,58.61,No,Day,ON,ON,ON,79.05
Floor,39,31.35,74.61,Yes,Day,ON,ON,OFF,63.89
Meeting Hall,88,28.82,48.66,No,Night,OFF,ON,ON,63.27
Meeting Hall,57,29.04,39.57,Yes,Day,OFF,ON,ON,58.55
Floor,60,25.48,33.44,Yes,Night,ON,OFF,ON,63.7
Office,44,24.71,76.99,No,Day,ON,ON,ON,62.22
Corridor,76,20.75,30.19,No,Day,ON,ON,OFF,53.9
Floor,47,19.2,69.6,Yes,Night,ON,OFF,ON,63.7
Office,89,33.78,43.22,Yes,Night,ON,OFF,OFF,53.25
Meeting Hall,10,33.92,42.12,No,Night,ON,ON,OFF,48.57
Meeting Hall,55,28.9,37.88,No,Night,OFF,ON,ON,47.5
Office,22,24.6,39.69,No,Day,ON,ON,ON,46.17
Corridor,76,18.43,55.7,Yes,Day,ON,ON,ON,54.27
Meeting Hall,32,25.61,73.77,No,Night,ON,ON,ON,59.71
Meeting Hall,51,29.2,48.38,Yes,Day,OFF,ON,ON,58.08
Meeting Hall,27,23.1,67.28,Yes,Day,ON,ON,ON,57.73
Office,3,23.82,42.33,No,Day,OFF,OFF,ON,32.42
Floor,91,26.03,75.21,No,Day,ON,ON,OFF,74.92
Meeting Hall,97,26.41,75.7,No,Day,ON,ON,ON,78.35
Floor,50,30.63,35.41,No,Day,ON,ON,ON,77.53
Corridor,9,26.5,71.94,No,Night,OFF,OFF,OFF,16.42
Meeting Hall,51,32.37,65.09,No,Night,ON,OFF,ON,60.69
Meeting Hall,71,26.21,49.69,No,Day,ON,OFF,ON,70.53
Corridor,8,18.54,71.74,No,Day,OFF,OFF,OFF,26.9
Meeting Hall,17,20.4,75.17,No,Day,OFF,ON,ON,49.36
Floor,65,30.21,54.82,No,Day,ON,ON,ON,81.66
Office,81,25.68,55.44,No,Day,OFF,ON,ON,58.28
Floor,39,25.84,65.21,Yes,Day,ON,ON,ON,67.96
Office,65,34.63,42.21,No,Day,ON,ON,ON,71.88
Office,21,27.71,33.84,Yes,Day,ON,ON,ON,52.44
Floor,79,19.99,56.43,No,Day,ON,ON,ON,78.73
Floor,100,25.37,46.02,Yes,Day,ON,ON,ON,81.25
Floor,95,27.54,36.14,No,Day,ON,OFF,OFF,73.44
Floor,73,18.64,37.01,No,Day,ON,ON,ON,80.1
Corridor,33,24.2,40.65,Yes,Day,ON,ON,ON,52.69
Meeting Hall,47,34.45,46.89,No,Night,ON,ON,OFF,58.11
Office,15,30.77,51.84,No,Day,ON,OFF,ON,53.63
Floor,48,24.33,77.83,No,Night,ON,OFF,ON,71.15
Floor,97,22.46,54.26,No,Day,ON,ON,ON,84.84
Floor,100,22.81,75.67,No,Night,OFF,ON,OFF,58.13
Corridor,62,32.08,57.31,Yes,Day,ON,OFF,OFF,51.42
Floor,39,24.83,37.9,No,Night,ON,ON,OFF,54.22
Floor,55,32.33,72.15,Yes,Day,ON,OFF,OFF,63.95
Floor,97,33.45,30.82,Yes,Night,OFF,ON,ON,66.41
Meeting Hall,76,25.89,58.19,Yes,Day,ON,ON,ON,69.8
Corridor,47,34.07,47.09,No,Day,ON,OFF,OFF,54.05
Floor,36,23.1,51.91,No,Night,ON,ON,ON,70.4
Office,11,22.42,69.87,Yes,Day,OFF,ON,ON,38.5
Office,78,19.82,30.27,Yes,Night,ON,ON,ON,51.96
Office,93,22.18,39.12,No,Day,ON,OFF,ON,64.69
Corridor,94,31.14,70.63,Yes,Day,ON,ON,ON,63.46
Corridor,92,24.86,57.27,Yes,Night,ON,ON,ON,52.11
Office,97,20.52,42.92,Yes,Day,ON,ON,ON,61.32
Floor,31,19.82,54.89,No,Day,OFF,OFF,ON,54.59
Corridor,22,26.33,50.15,No,Night,ON,ON,ON,42.1
Office,73,27.17,68.44,No,Night,ON,ON,ON,58.53
Office,71,31.51,67.83,No,Night,ON,ON,ON,62.84
Floor,20,30.15,53.16,No,Day,ON,OFF,ON,69.47
Meeting Hall,74,20.84,43.79,No,Day,ON,OFF,OFF,57.76
Corridor,11,22.71,30.6,No,Day,ON,ON,ON,44.59
Floor,48,29.79,53.63,No,Day,OFF,OFF,ON,58.51
Office,46,21.07,59.63,Yes,Night,ON,ON,ON,48.02
Office,82,31.65,60.27,Yes,Day,ON,ON,ON,67.05
Floor,97,29.18,73.4,No,Day,OFF,OFF,ON,71.8
Corridor,61,27.12,53.37,No,Day,ON,ON,OFF,49.27
Meeting Hall,37,28.95,66.02,No,Night,OFF,OFF,ON,47.67
Meeting Hall,97,19.7,36.36,No,Night,ON,OFF,OFF,57.24
Office,25,27.32,68.2,No,Day,ON,ON,OFF,48.73
Corridor,39,25.67,52.26,Yes,Day,ON,ON,ON,47.98
Meeting Hall,15,26.72,64.72,No,Night,ON,OFF,ON,55.92
Corridor,18,23.74,71.76,No,Day,ON,ON,ON,50.84
Corridor,49,25.96,42.7,No,Day,OFF,ON,ON,44.3
Office,55,33.02,63.33,No,Day,OFF,ON,OFF,51.34
Meeting Hall,28,23.86,36.16,No,Day,ON,ON,OFF,51.45
Floor,37,18.76,35.58,Yes,Day,OFF,OFF,ON,50.63
Office,60,22.36,44.18,No,Night,ON,ON,ON,54.69
Meeting Hall,35,25.72,36.55,Yes,Day,OFF,OFF,ON,46.27
Meeting Hall,84,27.07,52.65,No,Day,ON,OFF,ON,70.9
Meeting Hall,9,25.26,73.38,No,Night,OFF,ON,ON,41.81
Meeting Hall,46,32.05,33.72,No,Night,ON,ON,OFF,54.48
Meeting Hall,86,33.56,48.17,No,Day,OFF,OFF,ON,68.57
Corridor,43,26.28,40.39,No,Day,OFF,OFF,OFF,33.74
Office,61,19.29,52.94,No,Day,ON,ON,ON,58.63
Corridor,6,25.16,61.71,No,Day,ON,ON,OFF,37.18
Floor,68,21.08,72.65,No,Day,OFF,ON,OFF,67.28
Meeting Hall,18,22.82,31.18,No,Day,ON,ON,OFF,52.11
Office,32,32.16,58.41,No,Day,ON,ON,ON,61.49
Meeting Hall,23,27.1,64.49,Yes,Day,ON,OFF,ON,60.43
Office,22,32.09,36.74,No,Day,OFF,ON,ON,45.5
Corridor,85,34.76,76.88,No,Day,ON,OFF,ON,63.09
Office,99,27.27,34.05,Yes,Day,ON,OFF,OFF,57.6
Floor,52,33.51,46.01,Yes,Day,OFF,ON,ON,66.29
Floor,20,29.62,41.93,Yes,Day,ON,ON,ON,72.44
Office,81,19.73,33.39,No,Day,ON,OFF,OFF,53.5
Office,90,25.1,65.0,No,Day,ON,OFF,ON,66.99
Office,36,29.2,55.56,No,Day,OFF,OFF,ON,46.06
Office,48,29.99,51.36,Yes,Day,ON,ON,ON,55.7
Floor,24,32.63,39.97,No,Night,ON,ON,ON,61.84
Meeting Hall,38,28.83,52.14,Yes,Night,OFF,OFF,OFF,37.91
Office,29,19.53,75.06,No,Day,ON,ON,OFF,45.44
Office,42,20.42,47.76,No,Night,OFF,OFF,ON,36.72
Floor,77,23.58,55.44,Yes,Day,ON,ON,ON,76.13
Floor,97,23.0,76.43,No,Day,OFF,OFF,ON,70.47
Corridor,53,21.77,64.56,Yes,Night,ON,ON,ON,44.75
Office,31,28.49,32.09,No,Day,OFF,OFF,ON,40.88
Corridor,94,25.31,46.62,No,Day,ON,ON,OFF,61.01
Floor,48,29.64,78.82,No,Day,ON,OFF,ON,73.28
Floor,1,24.58,73.26,Yes,Day,OFF,ON,ON,52.15
Meeting Hall,46,22.66,74.13,Yes,Day,ON,ON,ON,66.53
Office,98,27.36,76.7,No,Day,OFF,ON,ON,63.76
Corridor,22,19.64,61.68,Yes,Day,ON,OFF,ON,40.6
Floor,5,34.81,69.01,No,Day,ON,ON,ON,70.8
Floor,84,29.15,62.68,No,Day,OFF,ON,ON,72.67
Corridor,89,20.08,56.42,Yes,Night,ON,ON,ON,49.14
Meeting Hall,93,28.58,55.99,Yes,Night,OFF,ON,ON,57.96
Floor,40,19.27,30.65,No,Day,ON,ON,OFF,58.33
Office,41,26.61,41.59,No,Day,ON,ON,ON,59.86
Floor,93,22.94,31.45,No,Night,OFF,OFF,ON,66.06
Office,52,29.91,52.49,No,Day,ON,ON,ON,66.16
Corridor,71,26.28,66.07,No,Day,ON,OFF,ON,55.36
Office,38,31.36,76.91,Yes,Day,OFF,OFF,ON,50.33
Corridor,96,21.91,30.68,No,Night,ON,OFF,OFF,49.01
Office,9,29.16,54.53,No,Day,ON,OFF,OFF,40.79
Corridor,81,29.69,64.99,Yes,Day,OFF,ON,ON,47.91
Office,99,26.12,63.36,No,Day,OFF,OFF,ON,55.13
Meeting Hall,49,32.59,67.64,Yes,Day,ON,ON,ON,67.65
Office,74,20.49,72.26,Yes,Day,ON,ON,ON,61.19
Office,7,30.89,75.71,No,Day,OFF,OFF,ON,40.12
